ID Cliente;Zona;PaIs;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envIo;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
C8258;Africa;Seychelles ;DomEstico;Offline;Media;1/12/2020;825884616;3/01/2021;6466; 668.27 € ; 502.54 € ; 4,321,033.82 € ; 3,249,423.64 € 
C8924;Africa;The Gambia;Material de oficina;Online;Alta;8/06/2022;892427861;25/07/2022;8091; 651.21 € ; 524.96 € ; 5,268,940.11 € ; 4,247,451.36 € 
C4939;Africa;Guinea-Bissau;Material de oficina;Online;Baja;2/11/2021;493988502;21/12/2021;1030; 651.21 € ; 524.96 € ; 670,746.30 € ; 540,708.80 € 
C4571;Africa;Pakistan;Verduras;Offline;Baja;17/07/2022;457177865;11/08/2022;7945; 154.06 € ; 90.93 € ; 1,224,006.70 € ; 722,438.85 € 
C7789;Africa;Mauritania;CArnicos;Online;Media;19/03/2021;778919780;20/03/2021;8527; 421.89 € ; 364.69 € ; 3,597,456.03 € ; 3,109,711.63 € 
C1764;Asia;Thailand;Material de oficina;Online;Alta;22/08/2020;176450574;8/09/2020;4501; 651.21 € ; 524.96 € ; 2,931,096.21 € ; 2,362,844.96 € 
C1373;Africa;Afghanistan;CArnicos;Offline;Media;1/08/2022;137319076;20/09/2022;4621; 421.89 € ; 364.69 € ; 1,949,553.69 € ; 1,685,232.49 € 
C8693;Africa;The Gambia;Ropa;Online;Baja;17/08/2020;869386613;25/09/2020;9673; 109.28 € ; 35.84 € ; 1,057,065.44 € ; 346,680.32 € 
C8508;Africa;Oman;CArnicos;Offline;Baja;16/08/2021;850827014;29/08/2021;7476; 421.89 € ; 364.69 € ; 3,154,049.64 € ; 2,726,422.44 € 
C8801;Africa;Burkina Faso;Snacks;Offline;Alta;24/05/2021;880126607;7/06/2021;7876; 152.58 € ; 97.44 € ; 1,201,720.08 € ; 767,437.44 € 
C9260;Africa;Cameroon;Ropa;Offline;Media;12/06/2020;926084220;5/07/2020;7755; 109.28 € ; 35.84 € ; 847,466.40 € ; 277,939.20 € 
C5778;Africa;Burkina Faso;Cereales;Online;Alta;21/07/2022;577811181;23/08/2022;6024; 205.70 € ; 117.11 € ; 1,239,136.80 € ; 705,470.64 € 
C3947;Europa;Serbia;Snacks;Online;Alta;17/11/2021;394731318;12/12/2021;8624; 152.58 € ; 97.44 € ; 1,315,849.92 € ; 840,322.56 € 
C5565;Africa;Mauritius ;DomEstico;Offline;CrItica;26/07/2021;556580960;9/09/2021;3529; 668.27 € ; 502.54 € ; 2,358,324.83 € ; 1,773,463.66 € 
C4134;Africa;Liberia;Material de oficina;Offline;CrItica;17/11/2020;413408935;13/12/2020;5745; 651.21 € ; 524.96 € ; 3,741,201.45 € ; 3,015,895.20 € 
C7355;Europa;Latvia;Cuidado personal;Offline;CrItica;3/05/2022;735576570;17/05/2022;2308; 81.73 € ; 56.67 € ; 188,632.84 € ; 130,794.36 € 
C5637;Asia;China;Ropa;Offline;Media;16/09/2021;563757693;1/11/2021;7284; 109.28 € ; 35.84 € ; 795,995.52 € ; 261,058.56 € 
C3589;Australia y OceanIa;New Zealand;Verduras;Online;Baja;22/11/2020;358938634;9/12/2020;6773; 154.06 € ; 90.93 € ; 1,043,448.38 € ; 615,868.89 € 
C6524;Africa;Sierra Leone;Snacks;Online;CrItica;3/10/2020;652418220;19/10/2020;3904; 152.58 € ; 97.44 € ; 595,672.32 € ; 380,405.76 € 
C6958;Europa;Bulgaria;Material de oficina;Online;CrItica;26/07/2022;695807778;6/09/2022;3839; 651.21 € ; 524.96 € ; 2,499,995.19 € ; 2,015,321.44 € 
C7110;Africa;Somalia;Material de oficina;Offline;CrItica;5/11/2020;711031138;7/12/2020;8769; 651.21 € ; 524.96 € ; 5,710,460.49 € ; 4,603,374.24 € 
C5403;Europa;Spain;Bebida;Offline;Alta;17/12/2021;540324628;25/01/2022;2919; 47.45 € ; 31.79 € ; 138,506.55 € ; 92,795.01 € 
C9962;Europa;Cyprus;Cereales;Offline;Media;31/08/2022;996237075;31/08/2022;7544; 205.70 € ; 117.11 € ; 1,551,800.80 € ; 883,477.84 € 
C7116;Africa;Namibia;Ropa;Online;Media;12/02/2020;711629807;5/03/2020;5929; 109.28 € ; 35.84 € ; 647,921.12 € ; 212,495.36 € 
C1896;NorteamErica;Greenland;Cereales;Offline;Alta;19/11/2021;189676654;1/01/2022;8392; 205.70 € ; 117.11 € ; 1,726,234.40 € ; 982,787.12 € 
C4538;Africa;Rwanda;DomEstico;Online;Baja;23/08/2021;453863942;9/09/2021;7281; 668.27 € ; 502.54 € ; 4,865,673.87 € ; 3,658,993.74 € 
C7979;CentroamErica y Caribe;The Bahamas;Material de oficina;Offline;Baja;14/08/2020;797990500;22/09/2020;1977; 651.21 € ; 524.96 € ; 1,287,442.17 € ; 1,037,845.92 € 
C1361;Europa;Germany;Bebida;Online;Alta;8/06/2020;136167657;21/06/2020;3890; 47.45 € ; 31.79 € ; 184,580.50 € ; 123,663.10 € 
C1528;Europa;Cyprus;Bebida;Online;CrItica;11/09/2021;152819240;16/10/2021;1464; 47.45 € ; 31.79 € ; 69,466.80 € ; 46,540.56 € 
C3526;Europa;Luxembourg;Snacks;Online;CrItica;15/07/2022;352681577;25/07/2022;5171; 152.58 € ; 97.44 € ; 788,991.18 € ; 503,862.24 € 
C3108;Australia y OceanIa;Tuvalu;Cereales;Online;Alta;27/01/2020;310803496;4/03/2020;2516; 205.70 € ; 117.11 € ; 517,541.20 € ; 294,648.76 € 
C1225;Europa;Bulgaria;CosmEticos;Offline;Baja;26/05/2020;122546327;18/06/2020;3036; 437.20 € ; 263.33 € ; 1,327,339.20 € ; 799,469.88 € 
C8535;Asia;Bangladesh;Frutas;Offline;Alta;4/01/2020;853583896;20/01/2020;3298; 9.33 € ; 6.92 € ; 30,770.34 € ; 22,822.16 € 
C4899;CentroamErica y Caribe;El Salvador;Cuidado personal;Offline;Alta;4/07/2021;489902532;31/07/2021;1901; 81.73 € ; 56.67 € ; 155,368.73 € ; 107,729.67 € 
C6878;Asia;China;Verduras;Online;Media;2/10/2020;687801063;6/10/2020;4474; 154.06 € ; 90.93 € ; 689,264.44 € ; 406,820.82 € 
C9238;Asia;Mongolia;CArnicos;Online;Media;7/08/2022;923890817;17/08/2022;8678; 421.89 € ; 364.69 € ; 3,661,161.42 € ; 3,164,779.82 € 
C7450;Australia y OceanIa;Solomon Islands;Frutas;Offline;Alta;11/04/2022;745095622;27/05/2022;9207; 9.33 € ; 6.92 € ; 85,901.31 € ; 63,712.44 € 
C2186;Africa;Mauritania;CosmEticos;Offline;Baja;23/02/2021;218651807;19/03/2021;2783; 437.20 € ; 263.33 € ; 1,216,727.60 € ; 732,847.39 € 
C3821;Asia;South Korea;Verduras;Online;Media;26/05/2022;382108199;13/07/2022;3162; 154.06 € ; 90.93 € ; 487,137.72 € ; 287,520.66 € 
C9933;Asia;Myanmar;Material de oficina;Online;Baja;17/01/2021;993326127;18/02/2021;6130; 651.21 € ; 524.96 € ; 3,991,917.30 € ; 3,218,004.80 € 
C9804;Africa;Botswana;Cereales;Offline;Baja;7/07/2022;980479419;6/08/2022;4503; 205.70 € ; 117.11 € ; 926,267.10 € ; 527,346.33 € 
C6920;Europa;Portugal;Snacks;Offline;CrItica;11/03/2021;692054402;20/03/2021;3131; 152.58 € ; 97.44 € ; 477,727.98 € ; 305,084.64 € 
C5468;Europa;Spain;Verduras;Offline;CrItica;16/11/2021;546849906;11/12/2021;3894; 154.06 € ; 90.93 € ; 599,909.64 € ; 354,081.42 € 
C5839;Africa;Cote d'Ivoire;Bebida;Offline;Baja;11/03/2021;583977258;25/04/2021;703; 47.45 € ; 31.79 € ; 33,357.35 € ; 22,348.37 € 
C9128;Europa;Russia;Alimento infantil;Online;CrItica;13/06/2020;912860286;10/07/2020;4499; 255.28 € ; 159.42 € ; 1,148,504.72 € ; 717,230.58 € 
C3632;Australia y OceanIa;Federated States of Micronesia;Ropa;Offline;Media;15/05/2021;363235318;25/06/2021;8257; 109.28 € ; 35.84 € ; 902,324.96 € ; 295,930.88 € 
C5351;Africa;The Gambia;CArnicos;Offline;Alta;11/10/2021;535151183;24/11/2021;1982; 421.89 € ; 364.69 € ; 836,185.98 € ; 722,815.58 € 
C8489;Europa;Luxembourg;Frutas;Offline;Alta;7/10/2022;848969209;15/10/2022;7710; 9.33 € ; 6.92 € ; 71,934.30 € ; 53,353.20 € 
C7953;Africa;Liberia;Frutas;Offline;CrItica;15/07/2021;795363223;30/08/2021;4507; 9.33 € ; 6.92 € ; 42,050.31 € ; 31,188.44 € 
C3853;Africa;Burundi;CosmEticos;Offline;CrItica;1/06/2021;385319554;27/06/2021;3474; 437.20 € ; 263.33 € ; 1,518,832.80 € ; 914,808.42 € 
C6001;Africa;Syria;Cereales;Offline;Alta;2/11/2021;600137031;15/11/2021;2739; 205.70 € ; 117.11 € ; 563,412.30 € ; 320,764.29 € 
C2414;NorteamErica;United States of America;Ropa;Offline;Alta;24/08/2022;241426980;24/09/2022;2463; 109.28 € ; 35.84 € ; 269,156.64 € ; 88,273.92 € 
C8811;Asia;Japan;Alimento infantil;Offline;Baja;24/08/2022;881113231;5/10/2022;9840; 255.28 € ; 159.42 € ; 2,511,955.20 € ; 1,568,692.80 € 
C1114;Asia;Laos;Frutas;Offline;Baja;22/01/2021;111432111;14/02/2021;4093; 9.33 € ; 6.92 € ; 38,187.69 € ; 28,323.56 € 
C9949;Europa;Germany;Verduras;Online;CrItica;14/10/2021;994932448;23/11/2021;1476; 154.06 € ; 90.93 € ; 227,392.56 € ; 134,212.68 € 
C8144;NorteamErica;Greenland;Cuidado personal;Online;CrItica;23/07/2020;814475572;10/08/2020;276; 81.73 € ; 56.67 € ; 22,557.48 € ; 15,640.92 € 
C5232;CentroamErica y Caribe;Jamaica;CArnicos;Offline;Alta;26/08/2020;523235309;20/09/2020;5810; 421.89 € ; 364.69 € ; 2,451,180.90 € ; 2,118,848.90 € 
C6946;Europa;Switzerland;Verduras;Online;Media;13/01/2020;694697988;23/02/2020;5427; 154.06 € ; 90.93 € ; 836,083.62 € ; 493,477.11 € 
C1726;Europa;Sweden;Material de oficina;Online;Media;10/05/2021;172662436;10/06/2021;3507; 651.21 € ; 524.96 € ; 2,283,793.47 € ; 1,841,034.72 € 
C1212;Africa;Liberia;Bebida;Online;Media;15/12/2021;121239984;13/01/2022;6460; 47.45 € ; 31.79 € ; 306,527.00 € ; 205,363.40 € 
C8748;Australia y OceanIa;Kiribati;Alimento infantil;Offline;Media;2/01/2021;874854457;4/01/2021;7730; 255.28 € ; 159.42 € ; 1,973,314.40 € ; 1,232,316.60 € 
C5882;Europa;Malta;CArnicos;Online;Media;6/12/2020;588242185;10/01/2021;2789; 421.89 € ; 364.69 € ; 1,176,651.21 € ; 1,017,120.41 € 
C1864;Asia;Philippines;Cuidado personal;Online;Baja;12/04/2020;186451995;29/05/2020;4144; 81.73 € ; 56.67 € ; 338,689.12 € ; 234,840.48 € 
C2148;Africa;Comoros;Alimento infantil;Offline;Baja;8/11/2020;214845216;29/11/2020;6329; 255.28 € ; 159.42 € ; 1,615,667.12 € ; 1,008,969.18 € 
C3890;Europa;Liechtenstein;DomEstico;Offline;Baja;29/07/2020;389095675;30/08/2020;912; 668.27 € ; 502.54 € ; 609,462.24 € ; 458,316.48 € 
C9451;Africa;Lebanon;Cereales;Online;Baja;15/08/2020;945189702;29/08/2020;1492; 205.70 € ; 117.11 € ; 306,904.40 € ; 174,728.12 € 
C3894;NorteamErica;Greenland;Cereales;Offline;CrItica;22/02/2021;389426124;5/04/2021;8699; 205.70 € ; 117.11 € ; 1,789,384.30 € ; 1,018,739.89 € 
C4484;Africa;Chad;Cereales;Online;Media;13/09/2022;448416268;15/09/2022;5193; 205.70 € ; 117.11 € ; 1,068,200.10 € ; 608,152.23 € 
C2190;Europa;Macedonia;DomEstico;Offline;Baja;15/12/2021;219083964;5/01/2022;668; 668.27 € ; 502.54 € ; 446,404.36 € ; 335,696.72 € 
C2186;Africa;United Arab Emirates;CosmEticos;Offline;Alta;12/09/2021;218665540;19/10/2021;6847; 437.20 € ; 263.33 € ; 2,993,508.40 € ; 1,803,020.51 € 
C1347;Africa;Qatar;Cereales;Offline;Alta;29/10/2020;134709823;25/11/2020;2485; 205.70 € ; 117.11 € ; 511,164.50 € ; 291,018.35 € 
C1750;Africa;Iraq;Verduras;Online;Alta;5/07/2021;175078141;5/08/2021;8367; 154.06 € ; 90.93 € ; 1,289,020.02 € ; 760,811.31 € 
C6179;Europa;Kosovo;Material de oficina;Online;Baja;7/01/2022;617944324;4/02/2022;2312; 651.21 € ; 524.96 € ; 1,505,597.52 € ; 1,213,707.52 € 
C4617;Asia;Bhutan;CosmEticos;Offline;CrItica;12/01/2021;461794698;22/01/2021;4168; 437.20 € ; 263.33 € ; 1,822,249.60 € ; 1,097,559.44 € 
C5754;CentroamErica y Caribe;Cuba;Ropa;Offline;Alta;2/12/2021;575428092;10/12/2021;815; 109.28 € ; 35.84 € ; 89,063.20 € ; 29,209.60 € 
C5479;NorteamErica;Mexico;Alimento infantil;Online;Media;25/09/2022;547955834;9/10/2022;1163; 255.28 € ; 159.42 € ; 296,890.64 € ; 185,405.46 € 
C9388;Africa;Cote d'Ivoire;Bebida;Online;Media;1/07/2020;938801753;12/07/2020;1156; 47.45 € ; 31.79 € ; 54,852.20 € ; 36,749.24 € 
C1277;Africa;Nigeria;Cereales;Offline;Alta;20/03/2021;127702176;2/05/2021;8767; 205.70 € ; 117.11 € ; 1,803,371.90 € ; 1,026,703.37 € 
C1647;Australia y OceanIa;Vanuatu;Material de oficina;Offline;Alta;17/04/2021;164705932;31/05/2021;9000; 651.21 € ; 524.96 € ; 5,860,890.00 € ; 4,724,640.00 € 
C9201;Africa;Kuwait;Verduras;Offline;Baja;20/05/2020;920174348;30/05/2020;8893; 154.06 € ; 90.93 € ; 1,370,055.58 € ; 808,640.49 € 
C5347;Africa;Namibia;CArnicos;Offline;Media;3/11/2022;534781253;30/11/2022;2512; 421.89 € ; 364.69 € ; 1,059,787.68 € ; 916,101.28 € 
C3695;Africa;Egypt;Verduras;Online;Baja;25/12/2021;369512975;5/02/2022;5955; 154.06 € ; 90.93 € ; 917,427.30 € ; 541,488.15 € 
C9556;Africa;Swaziland;Frutas;Offline;CrItica;15/07/2021;955668342;26/08/2021;2354; 9.33 € ; 6.92 € ; 21,962.82 € ; 16,289.68 € 
C6448;CentroamErica y Caribe;Antigua and Barbuda ;CArnicos;Offline;CrItica;8/10/2022;644858682;4/11/2022;6869; 421.89 € ; 364.69 € ; 2,897,962.41 € ; 2,505,055.61 € 
C5590;Asia;Sri Lanka;Verduras;Offline;Alta;15/03/2020;559007823;18/04/2020;1692; 154.06 € ; 90.93 € ; 260,669.52 € ; 153,853.56 € 
C5403;Europa;Liechtenstein;Bebida;Offline;Media;15/03/2020;540352094;30/03/2020;1047; 47.45 € ; 31.79 € ; 49,680.15 € ; 33,284.13 € 
C5014;Africa;Angola;Material de oficina;Online;CrItica;20/05/2022;501440322;30/05/2022;6189; 651.21 € ; 524.96 € ; 4,030,338.69 € ; 3,248,977.44 € 
C8751;Asia;Brunei;DomEstico;Offline;CrItica;16/01/2021;875133836;6/02/2021;404; 668.27 € ; 502.54 € ; 269,981.08 € ; 203,026.16 € 
C3646;Australia y OceanIa;Samoa ;Ropa;Offline;CrItica;23/11/2020;364606463;2/01/2021;4010; 109.28 € ; 35.84 € ; 438,212.80 € ; 143,718.40 € 
C8933;Australia y OceanIa;Marshall Islands;Frutas;Online;Baja;30/04/2021;893344533;20/05/2021;9354; 9.33 € ; 6.92 € ; 87,272.82 € ; 64,729.68 € 
C8551;Africa;Democratic Republic of the Congo;Frutas;Online;CrItica;15/09/2020;855146872;20/09/2020;5818; 9.33 € ; 6.92 € ; 54,281.94 € ; 40,260.56 € 
C9641;Australia y OceanIa;Tonga;CosmEticos;Online;CrItica;30/08/2020;964124810;31/08/2020;4811; 437.20 € ; 263.33 € ; 2,103,369.20 € ; 1,266,880.63 € 
C2047;Africa;Mozambique;Snacks;Offline;CrItica;15/10/2021;204702174;17/10/2021;4777; 152.58 € ; 97.44 € ; 728,874.66 € ; 465,470.88 € 
C7816;Africa;Kuwait;CArnicos;Online;Media;25/03/2022;781615293;10/04/2022;6189; 421.89 € ; 364.69 € ; 2,611,077.21 € ; 2,257,066.41 € 
C4699;Europa;Romania;Bebida;Offline;Alta;16/12/2021;469912993;22/01/2022;6552; 47.45 € ; 31.79 € ; 310,892.40 € ; 208,288.08 € 
C2649;Africa;South Sudan;CosmEticos;Online;CrItica;9/05/2021;264956605;4/06/2021;5402; 437.20 € ; 263.33 € ; 2,361,754.40 € ; 1,422,508.66 € 
C3324;Asia;Malaysia;Snacks;Offline;CrItica;13/08/2022;332419955;12/09/2022;9307; 152.58 € ; 97.44 € ; 1,420,062.06 € ; 906,874.08 € 
C4582;CentroamErica y Caribe;Costa Rica;Snacks;Offline;Media;22/08/2022;458289372;30/08/2022;6864; 152.58 € ; 97.44 € ; 1,047,309.12 € ; 668,828.16 € 
C4988;Europa;Croatia;Cuidado personal;Online;Alta;25/02/2020;498863685;8/03/2020;3705; 81.73 € ; 56.67 € ; 302,809.65 € ; 209,962.35 € 
C8307;Asia;Nepal;Bebida;Offline;Baja;5/11/2022;830754220;7/11/2022;7490; 47.45 € ; 31.79 € ; 355,400.50 € ; 238,107.10 € 
C1008;Asia;Tajikistan;Alimento infantil;Online;Alta;1/04/2020;100884807;30/04/2020;2911; 255.28 € ; 159.42 € ; 743,120.08 € ; 464,071.62 € 
C1764;Europa;Serbia;CArnicos;Offline;Alta;17/04/2022;176491773;24/04/2022;6692; 421.89 € ; 364.69 € ; 2,823,287.88 € ; 2,440,505.48 € 
C2951;Africa;Angola;CArnicos;Offline;Baja;25/09/2020;295123946;3/11/2020;2589; 421.89 € ; 364.69 € ; 1,092,273.21 € ; 944,182.41 € 
C2146;Asia;Japan;Cuidado personal;Online;Baja;7/01/2022;214642655;14/02/2022;6386; 81.73 € ; 56.67 € ; 521,927.78 € ; 361,894.62 € 
C6632;Europa;Iceland;CArnicos;Online;Media;21/02/2020;663221728;1/03/2020;903; 421.89 € ; 364.69 € ; 380,966.67 € ; 329,315.07 € 
C1893;Europa;Cyprus;Ropa;Offline;Media;2/12/2020;189347493;21/12/2020;986; 109.28 € ; 35.84 € ; 107,750.08 € ; 35,338.24 € 
C1118;Australia y OceanIa;East Timor;Bebida;Offline;Alta;30/07/2020;111818778;23/08/2020;8516; 47.45 € ; 31.79 € ; 404,084.20 € ; 270,723.64 € 
C4697;Asia;Tajikistan;Material de oficina;Online;Baja;17/06/2021;469746911;28/07/2021;7405; 651.21 € ; 524.96 € ; 4,822,210.05 € ; 3,887,328.80 € 
C4725;Africa;Somalia;DomEstico;Online;CrItica;7/01/2022;472555720;3/02/2022;8594; 668.27 € ; 502.54 € ; 5,743,112.38 € ; 4,318,828.76 € 
C7499;Europa;Spain;Ropa;Offline;Alta;9/02/2021;749981534;11/02/2021;5057; 109.28 € ; 35.84 € ; 552,628.96 € ; 181,242.88 € 
C2020;Europa;Sweden;Cereales;Online;CrItica;12/04/2022;202073180;8/05/2022;6799; 205.70 € ; 117.11 € ; 1,398,554.30 € ; 796,230.89 € 
C9491;Africa;Ethiopia;DomEstico;Offline;Baja;26/11/2020;949191987;15/12/2020;5857; 668.27 € ; 502.54 € ; 3,914,057.39 € ; 2,943,376.78 € 
C6820;Asia;Turkmenistan;Cuidado personal;Offline;Baja;4/10/2022;682011783;14/11/2022;1297; 81.73 € ; 56.67 € ; 106,003.81 € ; 73,500.99 € 
C3115;Europa;Malta;Ropa;Online;Baja;6/08/2022;311518895;21/08/2022;4219; 109.28 € ; 35.84 € ; 461,052.32 € ; 151,208.96 € 
C8190;Africa;Malawi;CosmEticos;Offline;Baja;16/09/2022;819012153;18/09/2022;2751; 437.20 € ; 263.33 € ; 1,202,737.20 € ; 724,420.83 € 
C1061;Europa;Czech Republic;Material de oficina;Offline;CrItica;29/01/2020;106102883;28/02/2020;7056; 651.21 € ; 524.96 € ; 4,594,937.76 € ; 3,704,117.76 € 
C6447;Europa;Netherlands;CArnicos;Offline;Media;3/02/2022;644714915;10/02/2022;4325; 421.89 € ; 364.69 € ; 1,824,674.25 € ; 1,577,284.25 € 
C9270;Europa;Sweden;Bebida;Offline;Baja;2/04/2022;927084577;16/04/2022;3783; 47.45 € ; 31.79 € ; 179,503.35 € ; 120,261.57 € 
C4157;Africa;Saudi Arabia;Verduras;Online;CrItica;6/08/2021;415760695;18/08/2021;1684; 154.06 € ; 90.93 € ; 259,437.04 € ; 153,126.12 € 
C8936;Africa;Turkey;Cereales;Online;Media;29/07/2021;893604600;29/08/2021;6314; 205.70 € ; 117.11 € ; 1,298,789.80 € ; 739,432.54 € 
C6137;CentroamErica y Caribe;Dominican Republic;Ropa;Offline;Baja;12/08/2022;613790118;18/09/2022;2991; 109.28 € ; 35.84 € ; 326,856.48 € ; 107,197.44 € 
C1498;Asia;Uzbekistan;Cuidado personal;Offline;Alta;31/08/2022;149803578;7/09/2022;9063; 81.73 € ; 56.67 € ; 740,718.99 € ; 513,600.21 € 
C1454;Africa;Kuwait;Snacks;Offline;Media;14/07/2021;145443809;26/07/2021;8910; 152.58 € ; 97.44 € ; 1,359,487.80 € ; 868,190.40 € 
C8648;Australia y OceanIa;Federated States of Micronesia;Ropa;Offline;CrItica;9/04/2022;864822137;11/05/2022;8943; 109.28 € ; 35.84 € ; 977,291.04 € ; 320,517.12 € 
C8423;Australia y OceanIa;Samoa ;Material de oficina;Online;Alta;10/03/2021;842362391;14/04/2021;2606; 651.21 € ; 524.96 € ; 1,697,053.26 € ; 1,368,045.76 € 
C9328;Africa;Eritrea;Snacks;Online;Baja;18/09/2020;932800900;21/09/2020;5370; 152.58 € ; 97.44 € ; 819,354.60 € ; 523,252.80 € 
C2611;Asia;Singapore;Alimento infantil;Online;Alta;3/04/2022;261186492;13/04/2022;9742; 255.28 € ; 159.42 € ; 2,486,937.76 € ; 1,553,069.64 € 
C2728;Africa;Mauritania;DomEstico;Offline;Media;23/11/2021;272880494;31/12/2021;257; 668.27 € ; 502.54 € ; 171,745.39 € ; 129,152.78 € 
C6835;Asia;Bhutan;Ropa;Online;Alta;30/05/2020;683556735;8/06/2020;8483; 109.28 € ; 35.84 € ; 927,022.24 € ; 304,030.72 € 
C8292;Africa;Republic of the Congo;Bebida;Online;Baja;5/11/2021;829201543;15/11/2021;8018; 47.45 € ; 31.79 € ; 380,454.10 € ; 254,892.22 € 
C1161;Europa;Germany;Bebida;Online;Media;18/08/2020;116113746;1/09/2020;9493; 47.45 € ; 31.79 € ; 450,442.85 € ; 301,782.47 € 
C2709;Africa;Tunisia ;Cereales;Offline;Media;6/03/2020;270904672;14/03/2020;5567; 205.70 € ; 117.11 € ; 1,145,131.90 € ; 651,951.37 € 
C3904;Asia;Myanmar;Cereales;Offline;Media;7/01/2020;390498149;26/01/2020;5935; 205.70 € ; 117.11 € ; 1,220,829.50 € ; 695,047.85 € 
C9921;Europa;Romania;CosmEticos;Offline;Media;28/01/2020;992130506;3/03/2020;2319; 437.20 € ; 263.33 € ; 1,013,866.80 € ; 610,662.27 € 
C8633;Europa;Greece;Snacks;Offline;CrItica;10/02/2022;863350570;14/03/2022;3474; 152.58 € ; 97.44 € ; 530,062.92 € ; 338,506.56 € 
C2120;Africa;Benin;CosmEticos;Offline;Baja;28/07/2022;212019670;29/07/2022;187; 437.20 € ; 263.33 € ; 81,756.40 € ; 49,242.71 € 
C2163;CentroamErica y Caribe;Jamaica;Material de oficina;Online;CrItica;5/08/2022;216311633;27/08/2022;274; 651.21 € ; 524.96 € ; 178,431.54 € ; 143,839.04 € 
C7747;Europa;Liechtenstein;DomEstico;Online;Alta;6/11/2020;774712789;11/12/2020;3585; 668.27 € ; 502.54 € ; 2,395,747.95 € ; 1,801,605.90 € 
C9560;NorteamErica;Greenland;Alimento infantil;Online;CrItica;17/09/2020;956021964;8/10/2020;6999; 255.28 € ; 159.42 € ; 1,786,704.72 € ; 1,115,780.58 € 
C3493;Europa;Romania;CosmEticos;Online;Alta;26/03/2020;349350488;19/04/2020;9428; 437.20 € ; 263.33 € ; 4,121,921.60 € ; 2,482,675.24 € 
C4141;Asia;China;CosmEticos;Online;Alta;26/02/2022;414122188;23/03/2022;6813; 437.20 € ; 263.33 € ; 2,978,643.60 € ; 1,794,067.29 € 
C4300;Australia y OceanIa;East Timor;DomEstico;Offline;Baja;17/01/2021;430073392;5/02/2021;7129; 668.27 € ; 502.54 € ; 4,764,096.83 € ; 3,582,607.66 € 
C6472;Europa;Albania;Cuidado personal;Online;Media;18/11/2021;647252929;28/12/2021;5380; 81.73 € ; 56.67 € ; 439,707.40 € ; 304,884.60 € 
C9360;Asia;Laos;Frutas;Offline;Alta;20/06/2021;936022126;24/07/2021;8602; 9.33 € ; 6.92 € ; 80,256.66 € ; 59,525.84 € 
C3370;Africa;Central African Republic;Material de oficina;Offline;Baja;17/04/2021;337054812;24/05/2021;864; 651.21 € ; 524.96 € ; 562,645.44 € ; 453,565.44 € 
C2113;Europa;Netherlands;CArnicos;Offline;CrItica;24/05/2020;211337316;8/07/2020;8263; 421.89 € ; 364.69 € ; 3,486,077.07 € ; 3,013,433.47 € 
C1901;Australia y OceanIa;Solomon Islands;Snacks;Offline;Media;30/06/2022;190168464;15/08/2022;3929; 152.58 € ; 97.44 € ; 599,486.82 € ; 382,841.76 € 
C4251;Africa;Seychelles ;Ropa;Offline;Media;16/04/2020;425159585;26/05/2020;3024; 109.28 € ; 35.84 € ; 330,462.72 € ; 108,380.16 € 
C2382;Asia;Kazakhstan;CArnicos;Online;Baja;7/08/2022;238234508;21/08/2022;7740; 421.89 € ; 364.69 € ; 3,265,428.60 € ; 2,822,700.60 € 
C3716;Europa;Hungary;CosmEticos;Offline;Alta;26/06/2021;371629559;16/07/2021;2300; 437.20 € ; 263.33 € ; 1,005,560.00 € ; 605,659.00 € 
C7378;Asia;Laos;Alimento infantil;Offline;Baja;13/04/2022;737893569;30/05/2022;7960; 255.28 € ; 159.42 € ; 2,032,028.80 € ; 1,268,983.20 € 
C8698;Africa;Yemen;Ropa;Online;CrItica;25/02/2022;869887864;15/04/2022;8005; 109.28 € ; 35.84 € ; 874,786.40 € ; 286,899.20 € 
C3707;Europa;Russia;Cuidado personal;Offline;Alta;1/02/2020;370786273;16/02/2020;2753; 81.73 € ; 56.67 € ; 225,002.69 € ; 156,012.51 € 
C2640;Asia;Philippines;Cereales;Offline;Alta;10/03/2021;264075124;11/03/2021;4552; 205.70 € ; 117.11 € ; 936,346.40 € ; 533,084.72 € 
C7435;Australia y OceanIa;Marshall Islands;Frutas;Online;Baja;22/12/2020;743553245;22/12/2020;2783; 9.33 € ; 6.92 € ; 25,965.39 € ; 19,258.36 € 
C7233;Africa;Burkina Faso;Cuidado personal;Online;CrItica;24/01/2021;723331964;11/02/2021;8857; 81.73 € ; 56.67 € ; 723,882.61 € ; 501,926.19 € 
C9878;Europa;Kosovo;Snacks;Offline;Media;23/01/2022;987835109;13/03/2022;1215; 152.58 € ; 97.44 € ; 185,384.70 € ; 118,389.60 € 
C1417;Asia;North Korea;Material de oficina;Offline;Alta;7/02/2022;141799008;28/03/2022;333; 651.21 € ; 524.96 € ; 216,852.93 € ; 174,811.68 € 
C4602;Asia;Bhutan;Snacks;Online;Alta;1/03/2021;460272490;16/03/2021;3713; 152.58 € ; 97.44 € ; 566,529.54 € ; 361,794.72 € 
